ID,大学ID,大学名（日本語）,学群ID,学科名（中文）,学科名（日本語）,学科名（英語）,学群（中文）,学群（日本語）,全英語授課,個人申請定員,聯合分發定員,TOCFL要件,面接あり,出願書類数,学科サイト（中文）,学科紹介（中文）,翻訳状態
10112,01,国立台湾大学,11,政治學系政治理論組,政治学系政治理論組,"Department of Political Science, Political Theory Division",法政學群,法学・政治学系,,0,3,,,0,https://politics.ntu.edu.tw/,民國三十四年十一月，台灣光復後，原台北帝國大學，經奉准改制為國立臺灣大學，三十六年在法學院下設政治學系。五十二年八月，政治學系因教學及時勢需要，劃分為政治理論、國際關係及公共行政三組，分別招生，至今畢業人數達五千餘人。 四十五年八月，法學院增設法科研究所，翌年二月改設為法律學、政治學及經濟學研究所，政治學研究所於焉成立，至今畢業人數約八百人。 六十五年八月，政治學研究所又因培養高級政治人才之需，奉,ai_draft
10113,01,国立台湾大学,11,政治學系國際關係組,政治学系国際関係組,"Department of Political Science, International Relations Division",法政學群,法学・政治学系,,0,4,,,0,https://politics.ntu.edu.tw/,民國三十四年十一月，台灣光復後，原台北帝國大學，經奉准改制為國立臺灣大學，三十六年在法學院下設政治學系。五十二年八月，政治學系因教學及時勢需要，劃分為政治理論、國際關係及公共行政三組，分別招生，至今畢業人數達五千餘人。 四十五年八月，法學院增設法科研究所，翌年二月改設為法律學、政治學及經濟學研究所，政治學研究所於焉成立，至今畢業人數約八百人。 六十五年八月，政治學研究所又因培養高級政治人才之需，奉,ai_draft
10114,01,国立台湾大学,11,政治學系公共行政組,政治学系公共行政組,"Department of Political Science, Public Administration Division",法政學群,法学・政治学系,,0,4,,,0,https://politics.ntu.edu.tw/,民國三十四年十一月，台灣光復後，原台北帝國大學，經奉准改制為國立臺灣大學，三十六年在法學院下設政治學系。五十二年八月，政治學系因教學及時勢需要，劃分為政治理論、國際關係及公共行政三組，分別招生，至今畢業人數達五千餘人。 四十五年八月，法學院增設法科研究所，翌年二月改設為法律學、政治學及經濟學研究所，政治學研究所於焉成立，至今畢業人數約八百人。 六十五年八月，政治學研究所又因培養高級政治人才之需，奉,ai_draft
10115,01,国立台湾大学,13,經濟學系,経済学系,Department of Economics,財經學群,金融経済学系,,0,5,,,0,https://econ.ntu.edu.tw/,臺大經濟系暨研究所是臺灣歷史最悠久、最負盛名之經濟系所，為培育臺灣財經領導人才的搖籃。本系（所）透過各種入學甄選管道選拔，每年招收120位學士班學生，20位全英專班國際學生，與60位研究所學生，均為全國最優秀的學生。本系（所）提供的課程包含範圍極廣，兼具理論與實務，所有必修均有以英語授課之班別，亦有許多英語授課之大學部及研究所選修。畢業學分為128學分。,ai_draft
10116,01,国立台湾大学,14,社會學系,社会学系,Department of Sociology,社會與心理學群,社会学・心理学系,,0,4,,,0,http://sociology.ntu.edu.tw/,台大社會學系於1960年7月創立，當時提出的設系目的包括培植社會問題研究專才、培養社會行政人才、提高我國社會學之國際地位、和倡導社會研究風氣。後來因應社會發展及培養專業社會工作人員的需求，於1973年經教育部核准，分成社會學和社會工作兩組教學，並於1981年學年度開始，開始分組招生。碩士班於1974年成立，當時分成理論社會學與應用社會學兩組。並於1986年增設理論社會學組博士班。2002年學年度，,ai_draft
10117,01,国立台湾大学,14,社會工作學系,社会工作学系,Department of Social Work,社會與心理學群,社会学・心理学系,,0,2,,,0,http://ntusw.ntu.edu.tw/,"臺灣大學社會工作原為社會學系社會工作組，1981年獲准分組招生，並於2002年正式調整成立學系，以培養社會工作專業人才為教育宗旨，設有大學部、碩士班與博士班。
 
大學部注重基礎學理訓練，除了基礎專業知識的教導外，同樣重視社會迫切需要的實務訓練，所以學生均須完成至少400小時的校外實習。
碩士班則以進階專業知識訓練為主，以培育知識與能力兼具的社會福利行政、研究及社會工作專業人才為目標。
博",ai_draft
10118,01,国立台湾大学,12,工商管理學系企業管理組,工商管理学系企業管理組,"Department of Business Administration, Division of Business Management",管理學群,経営管理学系,,0,2,,,0,http://www.ba.ntu.edu.tw/,工商管理學系成立於1959年、商學研究所碩士班成立於1972年、博士班成立於1987年。 本系所五大學術領域組織行為與人力資源、行銷管理、策略管理、營運與決策管理(營運與商業數據分析)、科技與創新管理。教師們的研究教學成果與同學們的傑出表現，屢獲國內外各界的佳評美譽。本系所獲選天下Cheers雜誌評比為企業管理類研究所學術聲望第一名，是臺灣首屈一指的企業管理系所。 本系所提供多元及契合實務之管理課,ai_draft
10119,01,国立台湾大学,13,財務金融學系,財務金融学系,Department of Finance,財經學群,金融経済学系,,0,4,,,0,http://www.fin.ntu.edu.tw/,大學部之教育以培育財金專業人才為宗旨。因此在教學方面，兼顧理論與實務，注重均衡發展，大學部課程需修滿129 學分方達畢業標準。在課程安排上，採取循序漸進的方式，由基礎學科進而專業分工，以求精進。一、二年級著重經濟、 會計、貨銀及投資學等相關基礎課程觀念之建立； 三、四年級則著重財務管理、財報分析、保險、金融機構管理等專業科目及相關法令之教學，以達到學用合一之要求。 高中生專區：https://si,ai_draft
10120,01,国立台湾大学,12,會計學系,会計学系,Department of Accounting,管理學群,経営管理学系,,0,5,,,0,http://www.acc.ntu.edu.tw/,會計學系是一個隸屬於管理學院的科系，以培養服務工商業及會計師事務所之高階管理與會計審計人才、企業財務主管，和提升社會會計人才素質為目標。成為會計專業實務的領導者。,ai_draft
10121,01,国立台湾大学,15,生物產業傳播暨發展學系,生物產業伝播暨発展学系,Department of Bio-Industry Communication and Development,大眾傳播學群,マスコミ・メディア学系,,0,5,,,0,http://www.bicd.ntu.edu.tw/,"國立臺灣大學生物產業傳播暨發展學系（原農業推廣學系，以下簡稱本系）是鄉村社會學者楊懋春教授於民國49年所創立。民國97年8月1日起，正式轉型更名為「生物產業傳播暨發展學系」（簡稱「生傳系」），以發展生物產業行銷傳播及社會文化發展管理規劃之學術研究與培育各級專業人才為主要目標。
生傳系的學術領域具有跨領域科際整合之特性，關切生物產業中之農業生產、人類生活與社會永續發展等多元面向，並著重於行銷傳播相",ai_draft
20101,01,国立台湾大学,3,數學系,数学系,Department of Mathematics,數理化學群,数理化学系,,0,2,,,0,http://www.math.ntu.edu.tw/,"數學是近代科學之基石。本系深信具備分析清晰的思考能力是每一位成功者所必需。因此課程以訓練學生嚴格的數學証明的能力為主要訴求。除了分析、代數與幾何等經典的傳統純粹數學領域，本系亦同時發展應數、計算以及統計科學等實用領域，提供這些領域的完整課程。關於就讀本系所需具備的中學數學知識, 申請者可參考本系招生考古題，自評答題率達 70% 以上者較宜申請。 考古題及相關資訊網址： http://www.mat",ai_draft
20102,01,国立台湾大学,3,物理學系,物理学系,Department of Physics,數理化學群,数理化学系,,0,1,,,0,https://www.phys.ntu.edu.tw/Default.html,本系教學與研究，兼顧理論和實驗之相互支援及配合，舉凡物理之核心基礎及前瞻性領域，均有教師從事各領域研究與教學課程。,ai_draft
20103,01,国立台湾大学,3,化學系,化学系,Department of Chemistry,數理化學群,数理化学系,,0,5,,,0,https://www.ch.ntu.edu.tw/Default.html,國立臺灣大學前身是臺北帝國大學，成立於民國十七年三月，是臺灣最具歷史性的大學。初創時期，理農學部的十個講座中，理論及無機化學、有機化學及物理學三個講座屬化學科。師資方面，本系目前有專任教師31位，與中央研究院及本校合聘之教授6位，特聘研究講座5位、特聘講座教授4位；並時常聘請國際知名學者為客座講習。在分析、有機、無機、物理化學、化學生物學五個學門的基礎上發展跨領域之教學研究合作計畫。另有助教及教學,ai_draft
20104,01,国立台湾大学,7,地質科學系,地質科学系,Department of Geosciences,地球與環境學群,地球環境学系,,0,2,,,0,http://web.gl.ntu.edu.tw/,國立臺灣大學的前身是日本臺北帝國大學，成立於民國17年（1928年），是臺灣最早設立的大學。民國29年（1940年）理農學部擴大編制，其中理學部門改編為化學、地質學、動物學、植物學四個『專攻』學門，畢業生授予理學士，奠定了地質系的基礎。民國32年（1943年）理農學部分立為理學部與農學部，地質學科為理學部下設四科之一。民國34年（1945年）臺灣光復後，日本帝國大學易名為國立臺灣大學，理學部地質學,ai_draft
20105,01,国立台湾大学,7,地理環境資源學系,地理環境資源学系,Department of Geography,地球與環境學群,地球環境学系,,0,1,,,0,http://www.geog.ntu.edu.tw/,地理學探討地表現象的空間分布與成因，是自然科學，也是社會科學；關心人類與環境的關係，是溝通自然與人文世界的橋樑。自然地理的研究主題涵蓋邊坡穩定、坡地水文、生態環境、集水區經營管理。人文地理則包含都市發展、跨界投資、空間與社會不平等、全球化與地方文化。環境議題也是焦點，關注著土地利用變遷、山坡地及海岸管理、受災居民的識覺及調適等。此外，由於地理資訊科技的進展，現代的地理學者廣泛利用資訊來整合地表的自,ai_draft
20106,01,国立台湾大学,7,大氣科學系,大気科学系,Department of Atmospheric Sciences,地球與環境學群,地球環境学系,,0,2,,,0,http://www.as.ntu.edu.tw/,大氣科學系是一門兼容理論與應用的科學，課程內容首重於數學、物理、化學及資訊科學的基礎訓練與應用。,ai_draft
20107,01,国立台湾大学,2,土木工程學系,土木工程学系,Department of Civil Engineering,工程學群,工学系,,0,12,,,0,http://www.ce.ntu.edu.tw/,臺大土木系設立於1945年，目前提供大學部及研究所(碩、博士班)學程。本系在國內同領域系所中師生人數最多，在教學、學術研究及協助國內工程建設方面多居於領導地位。 本系在教學及研究領域均衡而專精，包括大地工程、結構工程、水利工程、交通工程、電腦輔助工程、營建工程與管理、測量及空間資訊、人工智慧工程應用等領域，以培養土木工程專業人才，進行前瞻性學術研究為目標，並積極參與國家公共建設，在產官學界具有密切,ai_draft
20108,01,国立台湾大学,2,機械工程學系,機械工程学系,Department of Mechanical Engineering,工程學群,工学系,,0,15,,,0,http://www.me.ntu.edu.tw/main.php,"本系教學與研究並重，研究方向分為固體力學、機器設計、機器製造、熱學暨流體力學、航空暨系統控制等五個領域；主要目標在因應科技與工業之發展趨勢，以培養具前瞻與領導能力之優秀機械工程人才為宗旨。
為顧及學生安全，曾有癲癇病史學生宜慎重考慮，本課程內有工廠機械操作部份，易生危險。",ai_draft
20109,01,国立台湾大学,2,化學工程學系,化学工程学系,Department of Chemical Engineering,工程學群,工学系,,0,5,,,0,http://www.che.ntu.edu.tw/,"主要課程如：普通化學、分析化學、物理化學、有機化學、化工動力學等課程均涉及化學反應，如辨色力異常，對於有關實驗之學習將有困難及安全之虞，另化學工業因工作及安全之需要，辨色力異常者較不易發展。
系上的教授們的研究領域非常的多樣化，有高分子科學、界面科學、材料科學、生化及生醫工程、程序系統工程、輸送現象和粉粒體技術、觸媒及反應工程、電化學等。台大化工系在研究方面以粉粒體技術、界面科技、分離技術、生物",ai_draft
20110,01,国立台湾大学,2,工程科學及海洋工程學系,工程科学及海洋工程学系,Department of Engineering Science and Ocean Engineering,工程學群,工学系,,0,4,,,0,http://www.esoe.ntu.edu.tw/,本系的教學研究特色為培育船舶海洋工程、應用力學、光電、機電及資訊等具備多領域科技人才。教學目標乃在提供多專業及多領域之基礎工程教育以及多種專業學程學習環境。 研究主題涵蓋：離岸風力發電、海洋能源、水下載具、船舶工程、海洋工程、複合材料、水下聲學、振動與超音波、應用聲學、先進流體傳動控制、生醫光電、智慧型無線感測網路、智能結構設計、壓電電源、光機電系統、高效率電路及系統、奈米光電 、健康醫療計算模擬,ai_draft
20111,01,国立台湾大学,2,材料科學與工程學系,材料科学と工程学系,Department of Materials Science and Engineering,工程學群,工学系,,0,5,,,0,http://www.mse.ntu.edu.tw/,國立臺灣大學材料科學與工程學系長期致力於傑出的研究與教學工作。臺大材料系由約45名的教職員、博士後研究員與訪問學者，以及超過400位大學部與研究所學生所組成。臺大材料系每年錄取約50位來自全國頂尖高中的大學部學生。依據大學入學考試排名，材料系持續為科學、工程與科技類組大學入學志願的全國前五名科系。臺大材料系亦有長期國際布局規劃，現階段的主要規畫為與世界頂尖學術機構簽訂學生與教授的交換協議、雙聯學士,ai_draft
20112,01,国立台湾大学,2,電機工程學系,電機工程学系,Department of Electrical Engineering,工程學群,工学系,,0,13,,,0,https://web.ee.ntu.edu.tw/,"本系以多元化發展為目標，致力於結合紮實的基礎學科與前瞻性的研究能量，積極延攬優秀師資，投入關鍵新興科技的研發，培育具備專業能力的電機工程人才，全面提升研發實力，邁向國際一流的目標。
本系因應國際研究趨勢，重視大學部學生的全面學習與國際視野的拓展，鼓勵學生廣泛接觸各個領域，增進知識廣度，奠定堅實學術基礎。畢業學分門檻為137學分，涵蓋微積分、普通物理、電路學、電子學、電磁學與工程數學等核心課程。",ai_draft
20113,01,国立台湾大学,1,資訊工程學系,資訊工程学系,Department of Computer Science and Information Engineering,資訊學群,情報学系,,0,9,,,0,http://www.csie.ntu.edu.tw/,資訊產業為全球最重要的產業之一，臺大資訊系扮演培育未來頂尖技術人才及領導者的搖籃，並從事跨硬軟體及醫學領域的研究。本系課程概分為下列七大領域：計算機理論、計算機軟體、計算機系統、計算機網路、智慧系統、多媒體系統、生醫資訊。學士班課程以培養同學前四大領域的扎實基礎為主，輔以對各領域的基本認識。碩士班以及博士班課程則提供同學於專精領域的進一步訓練，以為未來從事資訊研究工作而鋪路。本系畢業學生可從事之就,ai_draft
20114,01,国立台湾大学,2,生物環境系統工程學系,生物環境系統工程学系,Department of Bioenvironmental Systems Engineering,工程學群,工学系,,0,2,,,0,http://www.bse.ntu.edu.tw/,本系乃應用高科技工程技術以改善或保護生產、生活及生態環境之專門學科，因此，過去教學研究涵蓋「生物環境工程」、「生態工程與水土資源」及「 生物環境系統與資訊」等三大領域。之後為符合教學研究發展需求， 將領域進行重整成為兩大面向： 「生態環境規劃」與「水土資源工程」。本系現有學生約三百餘人，專任師資23位，教學研究設備相當完備，課程設計輔以測量、環境化學、土壤沖蝕力學與流體力學等試驗課程。畢業學生頒授,ai_draft
20115,01,国立台湾大学,2,生物機電工程學系,生物機電工程学系,Department of Biomechatronics Engineering,工程學群,工学系,,0,5,,,0,http://www.bime.ntu.edu.tw/,本系課程融合機電整合學、工程科學及生物應用知識並以促進人類福祉與永續為發展目標。研究所教育特色為具備機電整合與人工智慧思維之生物工程進階學習，碩、博士生在教授指導下以農業、生醫、機器人或能源等應用領域發展論文主題，並根據選定專長深度修習機械系統、機電控制、人工智慧或生物程序領域之核心課程與選修課程。同時藉研究計畫參與、國際學術研討活動與論文發表，專精專業知識、養成跨領域合作、產學結合及獨立解決問題,ai_draft
20116,01,国立台湾大学,12,工商管理學系科技管理組,工商管理学系科技管理組,"Department of Business Administration, Division of Technology Management",管理學群,経営管理学系,,0,1,,,0,http://www.ba.ntu.edu.tw/,工商管理學系成立於1959年、商學研究所碩士班成立於1972年、博士班成立於1987年。 本系所五大學術領域組織行為與人力資源、行銷管理、策略管理、營運與決策管理(營運與商業數據分析)、科技與創新管理。教師們的研究教學成果與同學們的傑出表現，屢獲國內外各界的佳評美譽。本系所獲選天下Cheers雜誌評比為企業管理類研究所學術聲望第一名，是臺灣首屈一指的企業管理系所。 本系所提供多元及契合實務之管理課,ai_draft
20117,01,国立台湾大学,1,資訊管理學系,資訊管理学系,Department of Information Management,資訊學群,情報学系,,0,2,,,0,http://im.ntu.edu.tw,"資訊管理包含了應用資訊系統協助管理，以及對於資訊系統本身的管理兩個主要的層面，在現今這個高度仰賴資訊系統實行企業管理的時代，愈加顯得這個學門的重要性。因為，從資訊的角度與從管理的角度所看出來的，往往是兩個截然不同的世界。如何使這兩門學問相互助益，從中迸發出更為燦爛的火花，是我們一直所要探討的課題。
本系教育目標依大學部、碩士班及博士班不同階段而有所不同，大學部教育目標為使學生具備：1.紮實的資訊",ai_draft
20118,01,国立台湾大学,2,醫學工程學系,医学工程学系,Department of Biomedical Engineering,工程學群,工学系,,0,2,,,0,http://bme.ntu.edu.tw/,醫學工程學系係結合醫學、工程科技與基礎科學等知識，應用於疾病的診斷與防治、及醫療器材研發的專門學科。本系研究特色在於融合生物學、基礎醫學、臨床醫學及工程科學等生物醫學工程知識，涵蓋分子、基因、細胞、組織等生物醫學範疇，及材料、力學、電子、資訊等工程領域，不論在教學或研究上均能真正落實跨領域之結合，讓學生達到多方面多層次之訓練與啟發。畢業後擬繼續進修者可選擇醫工、材料、生醫機械、生醫電子、生醫光電、,ai_draft
30101,01,国立台湾大学,14,心理學系,心理学系,Department of Psychology,社會與心理學群,社会学・心理学系,,0,4,,,0,http://www.psy.ntu.edu.tw/,本系於民國38 年正式成立，隸屬於理學院。成立宗旨除了培養心理學專業人才以服務人群社會之外，並積極發展學術研究，使心理學程為理論與實用兼備的科學。創系至今，已有七十年的歷史，其間於民國50 年成立了心理學研究所，招收碩士班的學生，並於民國60 年增設博士班，為有志於心理學研究的青年，提供深造的機會。 本系創建以來，除了教學之外，一向十分重視學術研究及其開創精神，臺灣重要的心理學研究期刊，包括中華心,ai_draft
30102,01,国立台湾大学,4,醫學系,医学系,School of Medicine,醫藥衛生學群,医療衛生学系,,0,9,,,0,https://www.mc.ntu.edu.tw/med/Index.action,1.修業年限六年。2.本系部分課程須長時間操作顯微鏡、進行小組討論、久站照顧病人、或與醫療團隊和病人及家屬溝通、解釋病情，必須具備適當之色彩觀察及辨識能力、聽覺、口語表達、人際互動與溝通協調之能力、抗壓能力、以及維護個人安全能力。,ai_draft
30103,01,国立台湾大学,4,牙醫學系,牙医学系,School of Dentistry,醫藥衛生學群,医療衛生学系,,0,3,,,0,https://www.mc.ntu.edu.tw/dent/Index.action,修業年限六年。本系部份課程透過顯微鏡判讀進行，必須具備色彩觀察及辨識能力。部分課程以小組討論進行，宜具有人際互動、溝通協調之能力。部分臨床課程須久站以照顧病患、具備抗壓能力、與醫療團隊溝通、建立醫病關係等，必需具備適當之視覺、聽覺、口語表達、溝通以及個人安全維護的能力。,ai_draft
30104,01,国立台湾大学,4,藥學系,薬学系,School of Pharmacy,醫藥衛生學群,医療衛生学系,,0,5,,,0,https://rx.mc.ntu.edu.tw/,修業年限六年。須具備色彩觀察及辨識能力。部分課程以小組進行討論，宜具有人際互動、溝通協調之能力。部分臨床課程須久站以照顧病人、具備抗壓能力、與醫療團隊溝通、建立醫病關係等，須具備適當之視覺、聽覺、口語表達、溝通以及個人安全維護的能力。,ai_draft
30105,01,国立台湾大学,4,醫學檢驗暨生物技術學系,医学檢驗暨生物技術学系,Department of Clinical Laboratory Sciences and Medical Biotechnology,醫藥衛生學群,医療衛生学系,,0,4,,,0,http://www.mc.ntu.edu.tw/clsmb/,本系於民國45年成立迄今已有六十餘年的歷史，造就一千餘名畢業生，服務於醫學檢驗與相關學術等領域，皆有卓越表現。本系於民國76年成立研究所碩士班，已培育二百多名畢業生，而博士班則於民國91年成立。目前專任師資共有教授八名，副教授四名，助理教授四名，及助教一名。專任教師學歷：博士十六名。全系現有大學部學生一百四十四名，五十六名碩士班研究生，及十六名博士班研究生。 在教學目標方面本系著重於：１．提高醫學,ai_draft
30106,01,国立台湾大学,4,物理治療學系,物理治療学系,School and Graduate Institute of Physical Therapy,醫藥衛生學群,医療衛生学系,,0,5,,,0,https://www.mc.ntu.edu.tw/ntupt/Index.action,"物理治療屬健康照護的專業，領域包括骨科 (含體育競技傷害)、神經 (含老年醫學)、呼吸循環及小兒物理治療等。服務對象包含新生到老年各年齡層，當其運動和功能受到損傷、老化、疾病或環境因素的威脅時，以實證執業的精神與科學方法評估、分析，制定治療計劃，利用運動、儀器、操作、輔具、教育諮詢的方法，以鑑別診斷、預防促進及治療，來改善健康狀況，以增進社會參與。
本系提供六年制大學部養成教育及碩博士的專業後教",ai_draft
30107,01,国立台湾大学,4,職能治療學系,職能治療学系,School of Occupational Therapy,醫藥衛生學群,医療衛生学系,,0,3,,,0,https://www.mc.ntu.edu.tw/otntu,"職能治療是透過幫助個案選擇、安排或執行日常的職能活動，進而提昇其生活品質。職能治療的對象包括因生理、心理及社會功能障礙、發展遲緩、學習障礙、老化或因不當社會文化環境使其日常能力受損者。

本系成立於1970年，前身為臺大復健醫學系職能治療組，1992年獨立為職能治療學系，教育目標為培育具有專業學識與技能之職能治療師，並具有終身學習、專業倫理及人文關懷之內涵。

本系為醫療相關學系，學習課程",ai_draft
30108,01,国立台湾大学,4,護理學系,護理学系,School of Nursing,醫藥衛生學群,医療衛生学系,,0,3,,,0,http://www.mc.ntu.edu.tw/nursing/Index.action,"1.課程有實驗、實習過程之判別，宜具備色彩之觀察與辨識能力，以便保護自己與他人
免受傷。2.臨床實習課程相當著重同學小組討論、和病患溝通，需具溝通及情緒管理能力，以達獨立實習能力及自身與他人安全之維護",ai_draft
30109,01,国立台湾大学,6,農藝學系,農芸学系,Department of Agronomy,生物資源學群,生物資源学系（農林水産）,,0,3,,,0,http://www.agron.ntu.edu.tw/,"本系研究方向著重於 (A) 遺傳與分子育種、(B) 作物生理與生物技術、(C) 作物生產與管理、
(D) 生物統計與生物資訊等四個領域。教學目標是提供學生基本且全面性的作物科學知識，以助其建構將來的就業生涯。大學部的課程規劃為讓學生在作物科學的各個相關領域發展或更進一步深造；研究所的課程規劃為讓學生在取得碩、博士學位後，擔任教學及研究工作。本系必修課程包含植物辨識及病蟲害判讀等，需具有相當之視覺",ai_draft
30110,01,国立台湾大学,6,農業化學系,農業化学系,Department of Agricultural Chemistry,生物資源學群,生物資源学系（農林水産）,,0,2,,,0,https://ac.ntu.edu.tw/,農業化學系是以化學及生物為基礎，探索生物相關的問題與產業應用。教學研究方向包括土壤環境科學、植物生理與化學、微生物與生物技術及生物資源利用，並將其應用於農業生產環境保護及資源永續利用，以提高人類生活品質為目的。有視覺障礙及辨色力異常者選填時宜慎重考慮。,ai_draft
30111,01,国立台湾大学,6,植物病理與微生物學系,植物病理と微生物学系,Department of Plant Pathology and Microbiology,生物資源學群,生物資源学系（農林水産）,,0,3,,,0,https://ppm.ntu.edu.tw/,有視覺障礙或辨色力異常者，宜慎重考慮。,ai_draft
